,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval0,PromoInterval1,PromoInterval2,PromoInterval3
1018,1019,d,c,2740.0,7.0,2014.0,1,13.0,2014.0,1,4,7,10
1019,1020,a,a,40.0,8.0,2015.0,0,0.0,2015.0,0,0,0,0
1020,1021,a,a,1080.0,5.0,2011.0,0,0.0,2011.0,0,0,0,0
1021,1022,a,c,1520.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1022,1023,c,a,3740.0,2.0,2002.0,1,14.0,2002.0,1,4,7,10
1023,1024,c,c,1990.0,1.0,2012.0,0,0.0,2012.0,0,0,0,0
1024,1025,a,a,720.0,11.0,2009.0,0,0.0,2009.0,0,0,0,0
1025,1026,c,a,450.0,6.0,2011.0,1,48.0,2011.0,3,6,9,12
1026,1027,a,c,190.0,6.0,2008.0,1,40.0,2008.0,1,4,7,10
1027,1028,a,a,150.0,1.0,1990.0,1,31.0,1990.0,1,4,7,10
1028,1029,a,a,1590.0,3.0,2006.0,0,0.0,2006.0,0,0,0,0
1029,1030,a,a,16107.5,4.0,2008.0,0,0.0,2008.0,0,0,0,0
1030,1031,d,a,590.0,5.0,2001.0,0,0.0,2001.0,0,0,0,0
1031,1032,d,c,270.0,2.0,2013.0,1,40.0,2013.0,1,4,7,10
1032,1033,a,a,7680.0,3.0,2006.0,0,0.0,2006.0,0,0,0,0
1033,1034,a,a,13750.0,4.0,2015.0,0,0.0,2015.0,0,0,0,0
1034,1035,a,a,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1035,1036,d,c,9560.0,1.0,1990.0,1,36.0,1990.0,1,4,7,10
1036,1037,a,c,150.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1037,1038,d,a,16107.5,10.0,2013.0,0,0.0,2013.0,0,0,0,0
1038,1039,a,c,70.0,6.0,1990.0,1,22.0,1990.0,3,6,9,12
1039,1040,a,a,4030.0,2.0,2013.0,1,10.0,2013.0,1,4,7,10
1040,1041,c,a,1600.0,8.0,2013.0,1,40.0,2013.0,1,4,7,10
1041,1042,a,a,3440.0,1.0,1990.0,1,31.0,1990.0,2,5,8,11
1042,1043,c,a,420.0,3.0,2006.0,0,0.0,2006.0,0,0,0,0
1043,1044,c,a,240.0,4.0,2015.0,1,13.0,2015.0,1,4,7,10
1044,1045,a,c,16107.5,12.0,2013.0,0,0.0,2013.0,0,0,0,0
1045,1046,d,c,16107.5,4.0,2005.0,0,0.0,2005.0,0,0,0,0
1046,1047,a,a,3750.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
1047,1048,d,c,1860.0,9.0,2012.0,1,40.0,2012.0,1,4,7,10
1048,1049,a,a,370.0,7.0,2012.0,1,14.0,2012.0,1,4,7,10
1049,1050,d,c,13170.0,8.0,2014.0,1,9.0,2014.0,3,6,9,12
1050,1051,c,a,200.0,7.0,1998.0,1,1.0,1998.0,1,4,7,10
1051,1052,a,c,5080.0,1.0,1990.0,1,31.0,1990.0,2,5,8,11
1052,1053,a,a,1710.0,7.0,2015.0,0,0.0,2015.0,0,0,0,0
1053,1054,a,c,13190.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
1054,1055,c,a,1980.0,4.0,2009.0,0,0.0,2009.0,0,0,0,0
1055,1056,d,c,5350.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
1056,1057,d,c,3230.0,11.0,2011.0,0,0.0,2011.0,0,0,0,0
1057,1058,a,c,180.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
1058,1059,c,a,3380.0,4.0,2013.0,0,0.0,2013.0,0,0,0,0
1059,1060,a,c,3430.0,1.0,1990.0,1,31.0,1990.0,2,5,8,11
1060,1061,d,c,8110.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1061,1062,d,a,190.0,9.0,2012.0,1,40.0,2012.0,2,5,8,11
1062,1063,a,c,6250.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1063,1064,a,c,420.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1064,1065,a,a,1290.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
1065,1066,a,a,3350.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1066,1067,d,c,12020.0,7.0,2009.0,0,0.0,2009.0,0,0,0,0
1067,1068,d,c,5010.0,1.0,1990.0,1,5.0,1990.0,1,4,7,10
1068,1069,a,c,16107.5,1.0,1990.0,1,14.0,1990.0,1,4,7,10
1069,1070,c,c,400.0,10.0,2008.0,0,0.0,2008.0,0,0,0,0
1070,1071,a,a,820.0,3.0,2012.0,1,35.0,2012.0,3,6,9,12
1071,1072,a,c,5380.0,8.0,2015.0,1,5.0,2015.0,2,5,8,11
1072,1073,a,c,1710.0,1.0,1990.0,1,44.0,1990.0,1,4,7,10
1073,1074,c,c,3330.0,10.0,2001.0,1,14.0,2001.0,1,4,7,10
1074,1075,a,c,1410.0,10.0,2013.0,0,0.0,2013.0,0,0,0,0
1075,1076,a,c,90.0,1.0,1990.0,1,1.0,1990.0,1,4,7,10
1076,1077,a,a,3750.0,11.0,2001.0,1,35.0,2001.0,3,6,9,12
1077,1078,d,c,670.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
1078,1079,a,a,16107.5,1.0,1990.0,1,37.0,1990.0,1,4,7,10
1079,1080,a,a,2410.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
1080,1081,b,a,400.0,3.0,2006.0,0,0.0,2006.0,0,0,0,0
1081,1082,c,a,440.0,4.0,2002.0,0,0.0,2002.0,0,0,0,0
1082,1083,d,c,11540.0,1.0,1990.0,1,5.0,1990.0,2,5,8,11
1083,1084,a,a,190.0,1.0,1990.0,1,13.0,1990.0,1,4,7,10
1084,1085,c,a,4030.0,2.0,2015.0,0,0.0,2015.0,0,0,0,0
1085,1086,a,a,180.0,11.0,2013.0,1,18.0,2013.0,2,5,8,11
1086,1087,d,c,2210.0,11.0,2011.0,0,0.0,2011.0,0,0,0,0
1087,1088,a,a,4300.0,3.0,2009.0,1,27.0,2009.0,1,4,7,10
1088,1089,d,a,5220.0,5.0,2009.0,0,0.0,2009.0,0,0,0,0
1089,1090,a,a,330.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
1090,1091,a,c,9990.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1091,1092,a,a,300.0,7.0,2000.0,1,40.0,2000.0,1,4,7,10
1092,1093,c,c,10450.0,6.0,2009.0,0,0.0,2009.0,0,0,0,0
1093,1094,d,a,2380.0,3.0,2013.0,1,40.0,2013.0,1,4,7,10
1094,1095,a,a,690.0,6.0,2007.0,1,14.0,2007.0,1,4,7,10
1095,1096,a,c,1130.0,1.0,1990.0,1,10.0,1990.0,3,6,9,12
1096,1097,b,b,720.0,3.0,2002.0,0,0.0,2002.0,0,0,0,0
1097,1098,a,a,1830.0,11.0,2004.0,0,0.0,2004.0,0,0,0,0
1098,1099,a,c,200.0,4.0,2013.0,1,14.0,2013.0,1,4,7,10
1099,1100,a,a,540.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
1100,1101,d,c,4060.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
1101,1102,a,a,850.0,11.0,2012.0,1,40.0,2012.0,1,4,7,10
1102,1103,d,c,1340.0,10.0,2006.0,1,5.0,2006.0,2,5,8,11
1103,1104,d,a,260.0,2.0,2012.0,1,14.0,2012.0,1,4,7,10
1104,1105,c,c,330.0,11.0,2008.0,1,5.0,2008.0,2,5,8,11
1105,1106,a,c,5330.0,9.0,2011.0,1,31.0,2011.0,1,4,7,10
1106,1107,a,a,1400.0,6.0,2012.0,1,13.0,2012.0,1,4,7,10
1107,1108,a,a,540.0,4.0,2004.0,0,0.0,2004.0,0,0,0,0
1108,1109,c,a,3490.0,4.0,2011.0,1,22.0,2011.0,1,4,7,10
1109,1110,c,c,900.0,9.0,2010.0,0,0.0,2010.0,0,0,0,0
1110,1111,a,a,1900.0,6.0,2014.0,1,31.0,2014.0,1,4,7,10
1111,1112,c,c,1880.0,4.0,2006.0,0,0.0,2006.0,0,0,0,0
1112,1113,a,c,9260.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1113,1114,a,c,870.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1114,1115,d,c,5350.0,1.0,1990.0,1,22.0,1990.0,3,6,9,12
